# BUSCO version is: 5.3.1 
# The lineage dataset is: chlorophyta_odb10 (Creation date: 2020-08-05, number of genomes: 16, number of BUSCOs: 1519)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
425at3041	Duplicated	TRINITY_DN103_c0_g1_i12:364-2259	101.6	425	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN103_c0_g1_i20:364-2259	101.6	425	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN103_c0_g1_i6:447-2339	99.2	456	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN103_c0_g1_i7:447-2342	101.6	425	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN1939_c0_g1_i1:267-1943	96.1	483	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN1939_c0_g1_i3:172-1860	97.7	486	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
425at3041	Duplicated	TRINITY_DN1939_c0_g1_i4:172-1860	97.7	486	https://www.orthodb.org/v10?query=425at3041	Cation-transporting ATPase
427at3041	Fragmented	TRINITY_DN39895_c0_g1_i1:201-812	381.7	185	https://www.orthodb.org/v10?query=427at3041	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, atypical
433at3041	Missing
439at3041	Missing
440at3041	Complete	TRINITY_DN1877_c0_g1_i6:0-1988	815.5	577	https://www.orthodb.org/v10?query=440at3041	Importin beta
443at3041	Missing
477at3041	Missing
495at3041	Fragmented	TRINITY_DN21112_c0_g1_i1:1-420	124.6	105	https://www.orthodb.org/v10?query=495at3041	Pre-mRNA-processing factor 6
505at3041	Fragmented	TRINITY_DN14436_c0_g2_i1:2-1285	814.7	378	https://www.orthodb.org/v10?query=505at3041	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
510at3041	Duplicated	TRINITY_DN852_c0_g1_i3:74-1745	844.0	448	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
510at3041	Duplicated	TRINITY_DN852_c0_g1_i7:74-1678	844.0	448	https://www.orthodb.org/v10?query=510at3041	Importin subunit alpha
522at3041	Duplicated	TRINITY_DN1249_c0_g1_i2:1-1821	804.6	522	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
522at3041	Duplicated	TRINITY_DN1249_c0_g1_i3:1-2211	868.4	628	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
522at3041	Duplicated	TRINITY_DN1249_c0_g1_i4:1-2718	940.0	717	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
522at3041	Duplicated	TRINITY_DN1249_c0_g1_i5:1-2490	939.6	719	https://www.orthodb.org/v10?query=522at3041	Eukaryotic translation initiation factor 3 subunit C
524at3041	Missing
534at3041	Fragmented	TRINITY_DN34563_c0_g1_i1:2-763	355.6	213	https://www.orthodb.org/v10?query=534at3041	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
550at3041	Complete	TRINITY_DN1220_c0_g2_i3:513-2468	880.5	487	https://www.orthodb.org/v10?query=550at3041	Acetolactate synthase
561at3041	Complete	TRINITY_DN90906_c0_g1_i1:16-1245	686.9	351	https://www.orthodb.org/v10?query=561at3041	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
570at3041	Missing
581at3041	Duplicated	TRINITY_DN539_c0_g1_i1:838-2118	778.6	394	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
581at3041	Duplicated	TRINITY_DN539_c0_g1_i2:838-2361	841.4	424	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
581at3041	Duplicated	TRINITY_DN539_c0_g1_i3:838-2468	841.4	424	https://www.orthodb.org/v10?query=581at3041	Myo-inositol-1-phosphate synthase
587at3041	Missing
593at3041	Missing
594at3041	Missing
599at3041	Duplicated	TRINITY_DN33137_c0_g1_i1:2-1123	422.1	272	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
599at3041	Duplicated	TRINITY_DN33137_c0_g1_i3:50-1185	406.1	247	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
599at3041	Duplicated	TRINITY_DN33137_c0_g1_i4:2-1263	424.5	272	https://www.orthodb.org/v10?query=599at3041	Starch synthase, chloroplastic/amyloplastic
617at3041	Duplicated	TRINITY_DN1798_c0_g1_i10:23-1858	414.6	504	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
617at3041	Duplicated	TRINITY_DN3638_c0_g1_i1:334-2130	353.7	503	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
617at3041	Duplicated	TRINITY_DN5219_c0_g1_i1:51-1856	371.8	492	https://www.orthodb.org/v10?query=617at3041	Glucosamine--fructose-6-phosphateaminotransferase (Isomerizing)
619at3041	Duplicated	TRINITY_DN3329_c0_g1_i5:83-1828	742.1	486	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
619at3041	Duplicated	TRINITY_DN3329_c0_g1_i7:104-1807	730.6	479	https://www.orthodb.org/v10?query=619at3041	Protein phosphatase 2A regulatory subunit
629at3041	Complete	TRINITY_DN13728_c2_g1_i1:17-2002	524.5	458	https://www.orthodb.org/v10?query=629at3041	chloroplast envelope protein translocase family
633at3041	Missing
635at3041	Missing
639at3041	Complete	TRINITY_DN91543_c0_g1_i1:4-1029	272.7	316	https://www.orthodb.org/v10?query=639at3041	Formate-tetrahydrofolate ligase
643at3041	Complete	TRINITY_DN3768_c0_g1_i3:44-616	117.0	170	https://www.orthodb.org/v10?query=643at3041	Selenide, water dikinase
652at3041	Missing
676at3041	Missing
681at3041	Duplicated	TRINITY_DN1453_c0_g1_i2:162-1589	732.8	398	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
681at3041	Duplicated	TRINITY_DN1453_c0_g1_i4:162-1905	732.8	398	https://www.orthodb.org/v10?query=681at3041	Type II secretory pathway family
697at3041	Missing
714at3041	Missing
721at3041	Complete	TRINITY_DN37820_c0_g1_i1:146-1516	842.4	387	https://www.orthodb.org/v10?query=721at3041	NADH dehydrogenase 
727at3041	Missing
731at3041	Fragmented	TRINITY_DN3324_c0_g1_i1:10-1512	684.7	394	https://www.orthodb.org/v10?query=731at3041	Glycyl-tRNA synthetase
733at3041	Complete	TRINITY_DN10748_c0_g1_i1:2-1432	721.6	385	https://www.orthodb.org/v10?query=733at3041	Phospho-2-dehydro-3-deoxyheptonate aldolase
743at3041	Complete	TRINITY_DN8260_c0_g1_i1:235-1542	706.4	380	https://www.orthodb.org/v10?query=743at3041	subunit of mRNA cleavage and polyadenylation specificity factor
761at3041	Complete	TRINITY_DN47913_c0_g1_i1:928-2052	498.2	320	https://www.orthodb.org/v10?query=761at3041	arginyl-tRNA synthetase
763at3041	Complete	TRINITY_DN35663_c0_g1_i1:2-1063	540.5	324	https://www.orthodb.org/v10?query=763at3041	3-hydroxyacyl-CoA dehydrogenase
766at3041	Missing
767at3041	Complete	TRINITY_DN82856_c0_g1_i1:3-2267	832.9	607	https://www.orthodb.org/v10?query=767at3041	Importin 7
768at3041	Duplicated	TRINITY_DN12731_c0_g1_i1:2-1255	685.6	376	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
768at3041	Duplicated	TRINITY_DN12731_c0_g1_i3:2-1615	781.0	455	https://www.orthodb.org/v10?query=768at3041	Aspartyl-tRNA synthetase
769at3041	Missing
776at3041	Missing
779at3041	Duplicated	TRINITY_DN1122_c0_g1_i12:782-2554	907.5	477	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
779at3041	Duplicated	TRINITY_DN1122_c0_g1_i9:44-1747	892.9	463	https://www.orthodb.org/v10?query=779at3041	Dihydroxy-acid dehydratase
781at3041	Complete	TRINITY_DN325_c0_g1_i2:175-2067	876.8	481	https://www.orthodb.org/v10?query=781at3041	Nitrite/Sulfite reductase ferredoxin-like domain
782at3041	Fragmented	TRINITY_DN70400_c0_g1_i1:70-705	213.1	151	https://www.orthodb.org/v10?query=782at3041	Putative inactive serine/threonine-protein kinase scy1
784at3041	Complete	TRINITY_DN16827_c0_g1_i1:93-1607	730.3	357	https://www.orthodb.org/v10?query=784at3041	Geranylgeranyl reductase
796at3041	Fragmented	TRINITY_DN2589_c0_g1_i2:516-1250	194.1	188	https://www.orthodb.org/v10?query=796at3041	S1 domain
799at3041	Fragmented	TRINITY_DN52804_c0_g1_i1:61-600	207.2	145	https://www.orthodb.org/v10?query=799at3041	component of oligomeric golgi complex 5
803at3041	Complete	TRINITY_DN39303_c0_g1_i1:118-1023	283.8	208	https://www.orthodb.org/v10?query=803at3041	Phenylalanyl-tRNA synthetase alphachain
810at3041	Fragmented	TRINITY_DN46944_c0_g1_i2:0-974	436.7	256	https://www.orthodb.org/v10?query=810at3041	Cytochrome P450
812at3041	Duplicated	TRINITY_DN421_c0_g1_i2:1102-2760	810.3	433	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
812at3041	Duplicated	TRINITY_DN421_c0_g1_i4:1055-2713	810.3	433	https://www.orthodb.org/v10?query=812at3041	Ketol-acid reductoisomerase
815at3041	Missing
818at3041	Complete	TRINITY_DN2190_c0_g1_i1:102-1637	679.7	401	https://www.orthodb.org/v10?query=818at3041	Coatomer subunit delta
820at3041	Complete	TRINITY_DN4898_c0_g1_i2:8-1873	799.3	497	https://www.orthodb.org/v10?query=820at3041	phenylalanyl-tRNA synthetase
830at3041	Complete	TRINITY_DN5393_c0_g1_i3:250-1443	654.8	338	https://www.orthodb.org/v10?query=830at3041	WD40-repeat-containing domain
832at3041	Duplicated	TRINITY_DN2096_c0_g1_i1:215-1723	794.5	398	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
832at3041	Duplicated	TRINITY_DN2096_c0_g1_i3:215-1710	794.0	397	https://www.orthodb.org/v10?query=832at3041	Vacuolar ATP synthase subunit B
863at3041	Fragmented	TRINITY_DN6582_c0_g2_i2:122-1621	426.3	399	https://www.orthodb.org/v10?query=863at3041	chloroplast envelope anion channel-forming Tic110 family
872at3041	Complete	TRINITY_DN137_c0_g3_i1:163-1830	817.8	460	https://www.orthodb.org/v10?query=872at3041	GroEL-like apical domain superfamily
878at3041	Complete	TRINITY_DN901_c0_g1_i1:329-1804	795.4	425	https://www.orthodb.org/v10?query=878at3041	GMP synthase 
879at3041	Complete	TRINITY_DN2623_c0_g2_i2:78-1895	783.3	438	https://www.orthodb.org/v10?query=879at3041	Methylglyoxal synthase-like domain
884at3041	Complete	TRINITY_DN8424_c0_g1_i1:3-1013	363.9	261	https://www.orthodb.org/v10?query=884at3041	WD40-repeat-containing domain
885at3041	Duplicated	TRINITY_DN2711_c0_g2_i3:18-2426	562.9	524	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
885at3041	Duplicated	TRINITY_DN2781_c0_g2_i1:3-1877	597.6	512	https://www.orthodb.org/v10?query=885at3041	DNA topoisomerase 2
890at3041	Missing
891at3041	Duplicated	TRINITY_DN2307_c0_g1_i3:724-2334	487.2	357	https://www.orthodb.org/v10?query=891at3041	predicted protein
891at3041	Duplicated	TRINITY_DN56_c0_g2_i1:1-1158	540.8	342	https://www.orthodb.org/v10?query=891at3041	predicted protein
894at3041	Complete	TRINITY_DN705_c0_g1_i1:118-1857	757.7	420	https://www.orthodb.org/v10?query=894at3041	Iron-sulfur cluster assembly protein
897at3041	Duplicated	TRINITY_DN32434_c0_g1_i1:26-1805	865.3	479	https://www.orthodb.org/v10?query=897at3041	CTP synthase
897at3041	Duplicated	TRINITY_DN32434_c0_g1_i2:89-1809	767.1	442	https://www.orthodb.org/v10?query=897at3041	CTP synthase
897at3041	Duplicated	TRINITY_DN32434_c0_g1_i6:89-1745	786.6	442	https://www.orthodb.org/v10?query=897at3041	CTP synthase
897at3041	Duplicated	TRINITY_DN32434_c0_g1_i7:26-1708	865.3	479	https://www.orthodb.org/v10?query=897at3041	CTP synthase
900at3041	Complete	TRINITY_DN25724_c0_g1_i2:121-1986	866.2	479	https://www.orthodb.org/v10?query=900at3041	2-isopropylmalate synthase
911at3041	Complete	TRINITY_DN2842_c0_g1_i6:141-1499	679.2	362	https://www.orthodb.org/v10?query=911at3041	Translation initiation factor 2 gamma subunit
918at3041	Duplicated	TRINITY_DN12992_c0_g1_i2:216-875	172.8	143	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
918at3041	Duplicated	TRINITY_DN12992_c0_g1_i3:216-914	172.4	143	https://www.orthodb.org/v10?query=918at3041	tetratricopeptide repeat-containing protein
919at3041	Duplicated	TRINITY_DN5311_c0_g1_i2:40-1488	791.2	409	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
919at3041	Duplicated	TRINITY_DN5311_c0_g1_i4:439-1854	791.1	408	https://www.orthodb.org/v10?query=919at3041	Adenosylhomocysteinase
926at3041	Fragmented	TRINITY_DN64131_c0_g1_i1:21-464	179.0	133	https://www.orthodb.org/v10?query=926at3041	Zinc finger, CTCHY-type
928at3041	Complete	TRINITY_DN16125_c0_g1_i1:191-994	623.6	263	https://www.orthodb.org/v10?query=928at3041	Nucleolar GTP-binding protein 1
930at3041	Missing
943at3041	Duplicated	TRINITY_DN10605_c0_g1_i1:295-1746	233.7	340	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN10605_c0_g1_i6:295-1746	234.6	326	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN12054_c0_g1_i1:47-1639	233.1	399	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN12054_c0_g2_i2:658-2220	246.3	382	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN12054_c0_g2_i4:658-2220	244.9	382	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN12054_c0_g2_i6:676-2235	246.2	382	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN1285_c0_g1_i1:194-1879	242.0	380	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN1285_c0_g1_i2:194-1879	242.0	380	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN21760_c0_g1_i1:11-1576	237.3	390	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN21760_c0_g1_i2:11-1577	244.6	390	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN21760_c0_g1_i3:11-1576	235.7	389	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN2388_c0_g2_i5:284-1867	270.0	391	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN2779_c0_g1_i3:1561-3153	242.4	391	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN2779_c0_g1_i4:1561-3153	242.4	392	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN2779_c0_g1_i8:1561-3153	242.4	391	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN407_c0_g1_i8:43-1641	239.3	412	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN407_c0_g1_i9:43-1641	239.3	412	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN6255_c0_g1_i4:1021-2550	230.2	374	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
943at3041	Duplicated	TRINITY_DN661_c0_g3_i2:221-1885	240.7	440	https://www.orthodb.org/v10?query=943at3041	ABC transporter F family member 5
